"facility_id","facility","location","town_or_city"
1537,"KINGSTON MAINTENANCE FACILITY","EXIT 19-NYS THRUWAY Ulster","ULSTER"
1538,"IRON KETTLE RESTAURANT","1009 OLEAN RD EAST AURORA 14052","AURORA"
1539,"NIC-L-INN","12045 BONE RUN RD SOUTH VALLEY 14738","SOUTH VALLEY"
1540,"CON ED-11TH STREET CONDUIT","11TH ST BETWEEN 53RD AND ASH LONG ISLAND CITY/GREENPOINT","BROOKLYN:QUEENS"
1541,"DERUYTER LAKE BOAT & COTTAGE RENTALS","37 S LAKE RD DERUYTER 13052","DE RUYTER"
1542,"LOCKHEED MARTIN - FORMER IBM OWEGO","1801 NY 17C|Lakeview Parkway Owego 13827","OWEGO"
1543,"PINETREE MHP","5427 St Rte 23|St Rt 23 is also 9H here Hudson 12534","LIVINGSTON"
1544,"NEW STEWARTS DAIRY FARM","ST RTE 9N N OF GREENFIELD/SARATOGA SPRINGS LINE SARATOGA SPRINGS 12866","GREENFIELD"
1545,"WEEDSPORT MAINTENANCE FACILITY","ST RTE 34 @ I-90|Thruway Exit 40 Brutus 13166","BRUTUS"
1546,"VIRGINIA CITY MOBILE HOME PARK","GOULD RD Fenton 13833","FENTON"
1547,"SALT STORAGE PAD","300 SMITH BLVD|Port Of Albany Albany","ALBANY"
1548,"WESTERN NEW YORK DDSO - 10693 SISSON HWY","10693 SISSON HWY NORTH COLLINS 14111","NORTH COLLINS"
1549,"ARNOLD HOUSE","839 SHANDALEE RD LIVINGSTON MANOR 12758","CALLICOON"
1550,"HANOVER WATER POLLUTION CONTROL FACILITY","12784 BUFFALO RD IRVING 14081","HANOVER"
1551,"MACOLLO LLC","ST RTE 28 AT MAVERICK RD (CO RTE 43) GLENFORD 12498","HURLEY"
1552,"TRENTON TOWN PARK & SWIMMING POOL","8659 FISH HATCHERY RD TRENTON","TRENTON"
1553,"NEW PALTZ SCHOOL BUS GARAGE","130 S PUTT CORNERS RD NEW PALTZ","NEW PALTZ"
1554,"SPRAGUE RESOURCES INWOOD FACILITY","555 DOUGHTY BLVD Hempstead 11696","HEMPSTEAD"
1555,"TESSY PLASTICS - ELBRIDGE CAMPUS","488 ST RTE 5 W|1300' W OF HAMILTON RD ELBRIDGE 13021","ELBRIDGE"
1556,"SPRAIN BROOK CENTRAL SUBSTATION","353 TUCKAHOE RD|& Grassy Sprain Rd Yonkers 10710","YONKERS"
1557,"WILSON TUSCARORA STATE PARK","3371 LAKE RD|St Rte 18 Wilson 14172","WILSON"
1558,"ERWIN PARK AND POOL","13354 ST RTE 12 BOONVILLE 13309","BOONVILLE"
1559,"ADIRONDACK MUSEUM","ROUTES 28N AND 30 BLUE MOUNTAIN LAKE 12812","INDIAN LAKE"
1560,"NEW HAMBURG TERMINAL","17 POINT ST NEW HAMBURG 12590","POUGHKEEPSIE"
1561,"SALMONS PROPERTY","260 BASTIAN RD ROCHESTER 14623","BRIGHTON"
1562,"CAMBIER PROPERTY","6357 E SWAMP RD Conesus 14435","CONESUS"
1563,"FOREST GREEN MANOR","1329 US RTE 11 CASTLE CREEK 13744","BARKER"
1564,"CANASAWACTA COUNTRY CLUB","261 CO RTE 44 Plymouth 13815","PLYMOUTH"
1565,"MID-HUDSON PSYCHIATRIC CENTER","2834 RTE 17M (US RTE 6) - N SIDE - W OF WALLKILL RIVER NEW HAMPTON 10958","GOSHEN"
1566,"AMERICAN ROCK SALT - HAMPTON CORNERS","5520 ST RTE 63 GROVELAND 14510","GROVELAND"
1567,"DOWNSVILLE MAINTENANCE SHOP","RT 30 DOWNSVILLE 13755","COLCHESTER"
1568,"SCLAFANI PETROLEUM","52 CROTON FALLS RD MAHOPAC 10541","CARMEL"
1569,"WESTMORE FUEL CO","FOOT PURDY ST PORT CHESTER 10573","RYE"
1570,"MARTINS MARINA PIER II","2111 HUMPHREY RD CAPE VINCENT 13618","CAPE VINCENT"
1571,"The Star Estate","1835 BROADWAY (RTE 9W) WEST PARK 12493","ESOPUS:LLOYD"
1572,"Neenah Northeast - BROWNVILLE","101 BRIDGE ST Brownville 13615","BROWNVILLE"
1573,"LACKAWANNA PLANT- REPUBLIC STEEL","3049 LAKESHORE RD Hamburg 14219","HAMBURG:LACKAWANNA"
1574,"PLEASANTVILLE CENTRAL SUBSTATION","101 MANVILLE RD Pleasantville 10570","MOUNT PLEASANT"
1575,"WATERLOO-V WATER TREATMENT PLANT","3754 KIME BEACH RD WATERLOO 13165","FAYETTE"
1576,"BRAINARDSVILLE S. D. #1 WWTP","CO RD 24 BRAINARDSVILLE 12915","BELLMONT"
1577,"NYS DOT REGION 4 BRIDGE CREW FACILITY","HARECK RD - S OF RTE 531 & E OF MANITOU RD GATES","GATES"
1578,"KYPRIANOU PROPERTY","STACEY DR THOMPSON","THOMPSON"
1579,"HEMLOCK OPERATIONS CENTER/MAINT GARAGE","7412 RIX HILL RD HEMLOCK 14466","LIVONIA"
1580,"PENN YAN - V WATER TREATMENT PLANT","1515 W LAKE RD JERUSALEM","JERUSALEM"
1581,"NYS DOT REGION 6 RESIDENT ENGINEER HDQTR","3545 CO RTE 16 Dix","DIX"
1582,"FLORAL ESTATES MOBILE HOME COMMUNITY","21601 Floral Dr Watertown 13601","WATERTOWN"
1583,"CAMP MAYIN TOHAR","300 SEGAR RD BETHEL","BETHEL"
1584,"PICCOZZI PROPERTY","178 N FERRY RD|SCTM 0700-7-4-79.4, 79.5, 79.6 & 79.7 and 700-7-4-5 SHELTER ISLAND HEIGHTS 11965","SHELTER ISLAND"
1585,"HYDE PARK SAKE","5 ST ANDREWS RD @ US RTE 9 Hyde Park 12538","HYDE PARK"
1586,"HOLBROOK MEDICAL & PROFESSIONAL CENTER","233 UNION AVE HOLBROOK 11741","BROOKHAVEN:ISLIP"
1587,"THOMAS/JOAN CLASS PROPERTY","5618 TONAWANDA CREEK RD PENDLETON 14094","PENDLETON"
1588,"TOWN OF HERMON STP","115 WATER ST  (CO RTE 17) Hermon 13652","HERMON"
1589,"FEHLHABER PROPERTY","4 N MAIN ST MIDDLEVILLE","FAIRFIELD"
1590,"BUSH GARDENS/MARILLA COUNTRY VILLAGE","THREE ROD RD |W SIDE - BETW ST RTE 354 & CO RTE 331 MARILLA 14102","MARILLA"
1591,"HAMLET OF LISBON SEWER DISTRICT STP","HALL RD LISBON 13658","LISBON"
1592,"TOWN OF SCHODACK SEWER DIST NO 5","ST RTE 150 EAST SCHODACK 12063","SCHODACK"
1593,"EDUCATIONAL INSTITUTE OHOLEI TORAH","201 POWDER MILL BRIDGE RD KINGSTON 12401","KINGSTON"
1594,"REMEE PRODUCTS","1751 ST RTE 17A SUITE 1 FLORIDA 10921","GOSHEN"
1595,"TOWN OF RANDOLPH SEWER DISTRICT","6 JAMESTOWN ST RANDOLPH 14772","CONEWANGO:RANDOLPH"
1596,"LILY POND FILTRATION SYSTEM","W LILY POND RD LIBERTY 12754","LIBERTY"
1597,"CORTLAND ASPHALT PRODUCTS","1911 LORING CROSSING RD CORTLAND 13045","CORTLANDVILLE"
1598,"SPORTSMANS HIDEAWAY CAMPGROUND","30167 CO RTE 179 CHAUMONT 13622","LYME"
1599,"ALFRED-ALMOND CENTRAL SCHOOL DIST","6795 ST RTE 21 ALMOND 14804","ALMOND"
1600,"EASTVIEW SUBSTATION","415 Old Saw Mill River Rd Greenburgh 10591","GREENBURGH"
1601,"BASF CORP PROPERTY","361 SHEEP PASTURE RD EAST SETAUKET 11733","BROOKHAVEN"
1602,"TRIPLE R CAMPING RESORT","3477 BRYANT HILL RD FRANKLINVILLE 14737","FRANKLINVILLE"
1603,"866 UNITED NATIONS PLAZA","866 UN PLAZA NEW YORK 10017","MANHATTAN"
1604,"ISLAND OAKS GOLF COURSE","CHASE RD LIMA 14485","LIMA"
1605,"HIGHLAND MEADOWS GOLF","24201 ST RTE 342 WATERTOWN 13601","PAMELIA"
1606,"CHENANGO LAKE MOBILE HOME","SCHEFF ROAD NEW BERLIN","NEW BERLIN"
1607,"CADYVILLE WASTEWATER TREATMENT PLANT","2097 RTE 3 CADYVILLE 12918","PLATTSBURGH"
1608,"GARDINER TOWN HOUSE CONDOMINIUMS","881 ALBANY POST RD New Platz 12561","GARDINER"
1609,"WASHINGTON CORRECTIONAL FACILITY","72 LOCK 11 RD COMSTOCK 12821","FORT ANN"
1610,"SCHOHARIE BUSINESS PARK WW","ST RTE 30A - W SIDE - ½ MI S OF I-88 SCHOHARIE 12157","SCHOHARIE"
1611,"UNITED STATES MERCHANT MARINE ACADEMY","300 STEAMBOAT RD|1-B-135-100-104-105-109 KINGS POINT 11024","NORTH HEMPSTEAD"
1612,"CORNELL UNIVERSITY LAKE SOURCE COOLING FACILITY","983 E SHORE DR ITHACA 14850","ITHACA:ITHACA"
1613,"ANGLE PARK SENIOR APARTMENTS","2766 ANGLE RD ORCHARD PARK 14127","ORCHARD PARK"
1614,"MONSEY TRAILS BUS COMPANY","8 WASHINGTON AVE VILLAGE OF NEW SQUARE","RAMAPO"
1615,"NYS DOT MAINTENANCE HEADQUARTERS","3008 CHRISLER AVE ROTTERDAM 12303","ROTTERDAM"
1616,"GRAFTON QUARRY","3349 ST RTE 2 & CAMEL HILL RD Grafton 12082","GRAFTON"
1617,"TICONDEROGA COUNTRY CLUB","609 ST RTE 9N Ticonderoga 12883","TICONDEROGA"
1618,"COBLESKILL-RICHMONDVILLE CENTRAL HIGH","1353 ST RTE 7 WARNERVILLE 12187","RICHMONDVILLE"
1619,"TOWN OF OTTO SD #1 STP","YOUNGS RD OTTO 14766","OTTO"
1620,"MADISON MARKETPLACE","2422 ST RTE 12B HAMILTON 13346","MADISON"
1621,"BEST WESTERN NEW BALTIMORE INN","12600 US RTE 9W WEST COXSACKIE 12192","NEW BALTIMORE"
1622,"EAST GLENVILLE FIRE STATION","431-435 SARATOGA RD SCHENECTADY 12302","GLENVILLE"
1623,"BREWERY OMMEGANG","656 CO RTE 33 MIDDLEFIELD","MIDDLEFIELD"
1624,"QUEEN OF APOSTLES CONVENT","121 HARRIMAN HGTS RD HARRIMAN 10950","MONROE"
1625,"NYC DEP-JAMAICA WATER SUPPLY WELLS","BOUNDED BY I-678, ST RTE 878, GRAND CENTRAL PKWY & CITY LINE QUEENS","QUEENS:QUEENS"
1626,"TIOGA DOWNS RACINO","2384 W RIVER RD NICHOLS 13812","NICHOLS"
1627,"BEAVER CAMP AT BEAVER LAKE","8884 BUCK POINT RD|Number 4 Rd To Buck Pt Rd To Beaver Lake LOWVILLE 13367","WATSON"
1628,"ALEX BAY 500 GO-KARTS","43772 ST RTE 12 ALEXANDRIA BAY 13607","ALEXANDRIA"
1629,"TROY OAKWOOD SERVICE CENTER","OAKWOOD AVE LANSINGBURGH 12182","BRUNSWICK"
1630,"HOFFMAN PROPERTY","926 LAKESIDE BLUFF CARLTON","CARLTON"
1631,"HILLVIEW RESERVOIR","KIMBALL AVE AT HILLVIEW AVE YONKERS","YONKERS"
1632,"NIAGARA SPECIALTY METALS INC","12600 CLARENCE CENTER RD AKRON 14001","NEWSTEAD"
1633,"RIEDOSH PROPERTY","3373 BROCKPORT SPENCERPORT RD SPENCERPORT 14559","OGDEN"
1634,"KAPRAL TRAILER PARK","4545 MEADS CREEK RD PAINTED POST 14870","CAMPBELL"
1635,"WASSAIC MAINTENANCE SUB HEADQUARTERS","ST RTE 22 - E SIDE - BETW TOWER HILL & SINPATH RDS WASSAIC","AMENIA"
1636,"MAYBROOK MAINTENANCE SUB-HEADQUARTERS","ST RTE 208 @ I-84 MAYBROOK 12543","MONTGOMERY"
1637,"SHAMROCK PINES CAMPGROUND","3900 JARECKI RD FRANKLINVILLE 14737","FRANKLINVILLE"
1638,"ALTMAR PARISH WILLIAMSTOWN CENTRAL SCHOOL DISTRICT CAMPUS","640 CO RTE 22 HOWARDVILLE 13302","PARISH"
1639,"SANSONE PROPERTY","174 FERGUSON DR Parma","PARMA"
1640,"NORTHWOODS ESTATES","31285 GARDENERVILLE RD EVANS MILLS 13637","LE RAY"
1641,"RENSSELAER FALLS (V) WWTP","JOHNSTON RD @ HUEVELTON RD RENSSELEAR FALLS 13680","CANTON"
1642,"NYSDOT REGION 9 MAINTENANANCE SUBHQ","RTE 206 BAINBRIDGE","BAINBRIDGE"
1643,"CAIN PROPERTY","278 BARMONT DR ROCHESTER 14626","GREECE"
1644,"GOUVERNEUR - V WATER FILTRATION PLANT","260 GROVE ST GOUVERNEUR 13642","GOUVERNEUR"
1645,"BATTERY PARK CITY","WEST ST - W SIDE - N MOORE ST TO BATTERY PL Manhattan","MANHATTAN:MANHATTAN"
1646,"NYSDOT MAINTENANCE SUBHEADQUARTERS - WHITEHALL","RTE 4 & 22 WHITEHALL 12887","WHITEHALL"
1647,"NYS DOT ALLEGANY SUB RESIDENCY","4222 ST RTE 417 OLEAN 14760","ALLEGANY"
1648,"BOYACK ROAD WATER TREATMENT PLANT","36 Boyack Rd Clifton Park 12065","CLIFTON PARK"
1649,"CONGREGATION ZERA KOIDESH D'ROPSHITZ INC","214 MOUNTAIN VIEW DR MONROE 10950","MONROE"
1650,"FAIR ST DPW FACILITY","842 FAIR ST CARMEL 10512","PATTERSON"
1651,"MIRABITO #73","195 CO RTE 48 OTEGO 13825","OTEGO"
1652,"NORTH WARREN CENTRAL SCHOOL","6110 ST RTE 8 CHESTERTOWN 12817","CHESTER"
1653,"CATT CO DPW BARN","BUFFALO ST & SEVENTH ST ALLEGANY 14706","ALLEGANY"
1654,"LINWOOD SPIRITUAL CENTER","50 LINWOOD RD RHINEBECK 12572","RHINEBECK"
1655,"ROSE-NORTH ROSE WATER DISTRICT","W SIDE OF GALEN RD (ST RTE 414) ROSE 14542","ROSE"
1656,"CLINTON CORNERS MAINTENANCE FACILITY","HOLLOW RD NEAR CLINTON CORNERS RD CLINTON CORNERS 12514","CLINTON"
1657,"WILLIAMS LAKE PROJECT","BINNEWATER RD ROSENDALE 12472","ROSENDALE"
1658,"SPECIALTIES BUILDING","TACONIC PKY CHATHAM E CHATHAM EXIT WEST ON ROUTE 295 1 1/2 MI,RIGHT CHATHAM 12037","CHATHAM"
1659,"HIGHWAY DEPT MAINTENANCE GARAGE","600 RTE 6N|MYRTLE AVE & ST RTE 6N MAHOPAC 10541","CARMEL"
1660,"ST REGIS FALLS WWTP","70 CAMPSITE RD Waverly 12980","WAVERLY"
1661,"TULLY ENVIRONMENTAL INC","127-20 34TH AVE Queens (6302) 11368","QUEENS"
1662,"NYSDOT RESIDENT ENGINEERS HEADQUARTERS","9037 ST RTE 19 CANEADA","CANEADEA"
1663,"MILTON WASTEWATER TREATMENT FAC","DOCK ST Marlborough 12547","MARLBOROUGH"
1664,"ORCHARD CREEK GOLF CLUB","6700 DUNNSVILLE RD ALTAMONT 12009","GUILDERLAND"
1665,"CHAUTAUQUA UTILITY DIST WTP","2 RAMBLE AVE CHAUTAUQUA 14722","CHAUTAUQUA"
1666,"CATO-MERIDIAN CENTRAL SCHOOL","2851 ST RTE 370 E CATO 13033","IRA"
1667,"CAMOBRECO PROPERTY","35 HAWKS VIEW HONEOYE FALLS 14472","MENDON"
1668,"NYSDOT MAINT SUBHEADQUARTERS RT 5S","RT 5S I-90 EXT 29 CANAJOHARIE 13317","CANAJOHARIE"
1669,"ARKWRIGHT HILLS CAMPGROUND","2942 ST RTE 83 FREDONIA 14063","ARKWRIGHT"
1670,"MOOERS ELEMENTARY SCHOOL","16 SCHOOL ST MOOERS 12958","MOOERS"
1671,"TOWN HIGHWAY GARAGE","20260 CO RTE 47 CHAMPION 13619","CHAMPION"
1672,"Citadel Services Inc Offices","2118 Magnolia Ave Ashville 14710","NORTH HARMONY"
1673,"MAHOPAC CSD WWTP","421 BALDWN PLACE RD MAHOPAC 10541","CARMEL"
1674,"NYSDOT MAPLEVIEW SUBHEADQUARTERS","RTE 104 MAPLEVIEW","ALBION"
1675,"MAINTENANCE FACILITY","48 SPELLMAN RD PLATTSBURGH 12901","BEEKMANTOWN"
1676,"BEAVER FALLS SEWER DISTRICT","MAIN ST BEAVER FALLS 13305","CROGHAN"
1677,"US BORDER PATROL STATION","45764 Landon Rd Wellesley Island 13640","ALEXANDRIA"
1678,"GROVELAND STATION WWTF","7458 GROVELAND STATION RD (ST RTE 63)|St Rte 63 - W Side - N Of St Rte 258 GROVELAND 14545","GROVELAND"
1679,"BERNE WASTEWATER TREATMENT PLANT","ST RTE 443 - N SIDE - W OF SCHOOL BERNE 12023","BERNE"
1680,"FORT BREWERTON SD WWTP","W OF US RTE 11 & N OF ONEIDA RIVER HASTINGS 13076","HASTINGS"
1681,"CAIRO WWTP","CO RTE 41 NE OF HAMLET OF CAIRO Cairo 12413","CAIRO"
1682,"WHITNEY POINT STP","2740 US RTE 11|E SIDE - S OF ST RTE 26 WHITNEY POINT 13862","TRIANGLE"
1683,"TURNBULL MFG CO INC","6680 RTES 5 & 20 BLOOMFIELD 14469","EAST BLOOMFIELD"
1684,"ELMIRA WATER BOARD FILTRATION PLANT","1 FOUNTAIN DR ELMIRA 14905","ELMIRA"
1685,"HAROLD F WOOLSHLAGER WATER PLANT","NUMBER FOUR RD WATSON 13367","WATSON"
1686,"10 NORTH MAIN STREET LLC","10 N MAIN ST VOORHEESVILLE 12186","NEW SCOTLAND"
1687,"U & A CONSTRUCTION CORP","560 ST RTE 303 ORANGEBURG 10962","ORANGETOWN"
1688,"VILLAGE OF MAYFIELD WWTP","MAYFIELD LAKE MAYFIELD 12117","MAYFIELD"
1689,"THE GARDEN AT CATLIN CREEK","2865 St Rte 6 Slate Hill 10973","WAWAYANDA"
1690,"SCOVILLE APT BLDG","2920 CANANDAIGUA ST CUYLERVILLE","LEICESTER"
1691,"ROCK SALT STORAGE - FORT ANN","MAIN ST FORT ANN 12827","FORT ANN"
1692,"WILLIAM LACOUNT PROPERTY","360 FOX FARM RD PLATTSBURGH 12901","SCHUYLER FALLS"
1693,"ROCK SALT STORAGE FACILITY - TROY","7 ADAMS ST TROY 12180","TROY"
1694,"V-COPENHAGEN WWTF","2915 Mill St COPENHAGEN 13626","DENMARK"
1695,"MHC BRENNAN BEACH LLC","80 BRENNAN BEACH RD PULASKI 13142","RICHLAND"
1696,"LYONS FALLS WASTEWATER TREATMENT FACILITY","E OF CONTINENTAL CIR & N OF NEW ST West Turin 13368","WEST TURIN"
1697,"ALBANY ASU","1297 FEURA BUSH RD FEURA BUSH 12067","BETHLEHEM"
1698,"FRESENIUS KABI USA LLC","3159 STALEY RD GRAND ISLAND 14072","GRAND ISLAND"
1699,"NYS DOT-COXSACKIE MAINTENANCE FACILITY","RTE 81 AND VANDENBURG RD Coxsackie 12192","COXSACKIE"
1700,"NYSDOT HWY MAINTENANCE SUBHEADQUARTERS - MILLWOOOD","180 SAW MILL RIVER RD MILLWOOD 10546","NEW CASTLE"
1701,"RESIDENT ENGINEERS SUBHEADQUARTERS","ST RTE 417 & ST RTE 36 JASPER 14855","JASPER"
1702,"CHAUMONT WWTP","27831 Co Rte 179 CHAUMONT 13622","LYME"
1703,"NYSDOT MAINTENANCE SUBHEADQUARTERS - CLIFTON PARK","447B RTE 146 REAR Clifton Park 12065","HALFMOON"
1704,"NYSDOT MAINTENANCE SUBHEADQUARTERS - MOREAU","1255 RTE 9 AT I-87 SOUTH GLENS FALLS 12803","MOREAU"
1705,"NYSDOT KEESEVILLE MAINTENANCE SUBHEADQUARTERS","I-87 AT ST RTE 9N|EXIT 34 KEESEVILLE 12944","AUSABLE"
1706,"SPRINGWATER-T WWTP","7737 KELLOGG RD Springwater 14560","SPRINGWATER"
1707,"HUDSON PARK RESTAURANT","W SIDE US RTE 9 ON GREENPORT TOWN LINE LIVINGSTON 12541","LIVINGSTON"
1708,"GRAND MOUNTAIN HOTEL","MOUNTAINDALE RD GREENFIELD PARK 12435","WAWARSING"
1709,"RED CREEK REGIONAL WWTP","6765 FORD RD RED CREEK 13143","WOLCOTT"
1710,"ANDES SEWAGE TREATMENT PLANT","5287 CO RTE 1 ANDES 13731","ANDES"
1711,"WARNERVILLE TRAILER COURT","127 LELAND LN RICHMONDVILLE 12187","RICHMONDVILLE"
1712,"REGION 4 MAINTAINENCE SUBHDQTRS","198 E MANITOU RD HILTON 14468","GREECE"
1713,"SEYMOURS MOTORIZED SPORTS","US RTE 9 (NEW LOUDON RD) W SIDE 1/4 MI S OF MOHAWK BR LATHAM 12128","COLONIE"
1714,"WILLOW BEACH CAMPGROUND","1809 LAKE RD Porter 14174","PORTER"
1715,"NYSDOT Kenoza Lake Sub-Residency","5935 St Rte 52 Kenoza Lake 12750","DELAWARE"
1716,"SILGAN PLASTICS CORPORATION","40 POWELL LN PENN YAN 14527","BENTON"
1717,"ANDRYCHUK PROPERTY","14 AMPOR BCH PARMA","PARMA"
1718,"ALEXANDER KOLBE ACRES","1316 PIT RD JAVA CENTER 14082","JAVA"
1719,"MAINTENANCE SUBHEADQUARTERS","ST RTE 23 - N SIDE AT MURPHY RD STAMFORD 12167","STAMFORD"
1720,"HIGHWAY DEPT GARAGE","3695 ST RTE 55 KAUNEONGA LAKE","BETHEL"
1721,"FORT TICONDEROGA","FORT RD TICONDEROGA 12883","TICONDEROGA"
1722,"HENNEKEY PROPERTY","49 DELAWARE AVE ROCHESTER 14623","BRIGHTON"
1723,"NORTHEAST GREAT DANE","4434 Randall St|ST RTE 94 @ FLORIDA/GOSHEN TOWNLINE GOSHEN 10924","GOSHEN"
1724,"THE SPRINGS @ BEEKMAN","BEEKMAN RD AND GREEN HAVEN RD (ADJACENT TO MINE) BEEKMAN","BEEKMAN"
1725,"ELECTRONICS PARK REMAINDER PARCELS","497 ELECTRONICS PKWY LIVERPOOL 13088","SALINA"
1726,"SAGAMOR SEWER DISTRICT WWTF","REGAL PL EAST FISHKILL 12533","EAST FISHKILL"
1727,"HERITAGE POINTE","ANDERSON SCHOOL ROAD HYDE PARK 12538","HYDE PARK"
1728,"ONOVILLE MARINA PARK FACILITY","704 W PERIMETER RD ON W SIDE OF ALLEGANY RESERVO IR STEAMBURG 14783","SOUTH VALLEY"
1729,"STONE BRIDGE MOBILE MANOR","51 MIDDLE RD|RT 23 TO MIDDLE ROAD/N TO SITE GREENPORT 11944","GREENPORT"
1730,"SHARP ST CORP PROPERTY","4 RIVER RD JONES POINT 10986","STONY POINT"
1731,"MIX PROPERTY","2669 TITUS AVE EXT ROCHESTER 14622","IRONDEQUOIT"
1732,"BYRAM LAKE FILTRATION PLANT","506 Byram Lake Rd Mount Kisco 10549","BEDFORD"
1733,"LYME BUS FUELING CENTER","CO RTE 8 - E SIDE - N OF ST RTE 12E CHAUMONT 13622","LYME"
1734,"GOLF COURSE ROAD SEWAGE WORKS FACILITY","135 GOLF COURSE RD CRARYVILLE 12521","COPAKE"
1735,"SOS FUEL COMPANY","10 E VILLAGE RD Tuxedo 10987","TUXEDO"
1736,"COUNTY PETROLEUM PRODUCTS, INC.","260 Harris Rd Liberty 12734","LIBERTY"
1737,"SEVERANCE SUB-RESIDENCY","US RTE 9 @ ST RTE 74 SCHROON LAKE 12870","SCHROON"
1738,"TITUSVILLE/MANCHESTER WASTEWATER TREATMENT PLANT","OVERLOOK RD LAGRANGE 12540","LA GRANGE"
1739,"BERCHARLIE PROPERTY","ST RTE 32  @ ST RTE 144 - E SIDE GLENMONT 12054","BETHLEHEM"
1740,"HOWLETT HILL FIRE STATION","3384 HOWLETT HILL RD SYRACUSE 13215","ONONDAGA"
1741,"I-684 REST AREA - COMFORT STATION 45","I-684 NORTH BOUND LN - N OF COUNTY LINE SOUTHEAST 10509","SOUTHEAST"
1742,"BIRECREE PROPERTY","2675 TITUS AVE EXT Rochester 14617","IRONDEQUOIT"
1743,"OLIVE WOODS PROPERTY","167 DUBOIS RD SHOKAN 12481","OLIVE"
1744,"HIGHLAND SEWER EXTENSION #1","US RTE 9W @ RED TOP RD Lloyd 12528","LLOYD"
1745,"WOODBINE YARD","UNION/MAPLE/HOYT STS SPRING VALLEY 10977","RAMAPO"
1746,"RESNICK ENERGY LLC","85 Kaufman Rd Monticello 12701","THOMPSON"
1747,"COOKE PROPERTY","115 SHORE DR Irondequoit 14622","IRONDEQUOIT"
1748,"BELLEAYRE RESORT AT CATSKILL PARK","BTW ST RTE 28 & CO RTE 49A SHANDAKEN & MIDDLETOWN","MIDDLETOWN:SHANDAKEN"
1749,"CHAZY WASTEWATER TREATMENT FACILITY","US RTE 9 CHAZY 12921","CHAZY"
1750,"FLEISCHMANNS WWTP","MAIN ST FLEISCHMANNS 12430","MIDDLETOWN"
1751,"HARTFORD QUARRY","ST RTE 149 - N SIDE - E OF KINGSBURY TOWNLINE Hartford 12838","HARTFORD"
1752,"SODUS-V LAKE WATER TREATMENT PLANT","7280 Maple Ave Ext Sodus 14551","SODUS"
1753,"MADISON COUNTY HWY GARAGE AT WAMPSVILLE","139 N COURT ST WAMPSVILLE 13163","LENOX"
1754,"NYCDEP CATSKILL/DELAWARE WTP","RTE 100C GREENBURGH 10607","GREENBURGH:MOUNT PLEASANT"
1755,"GRIFFISS INTERNATIONAL AIRPORT","660 HANGAR RD -STE 223 ROME 13441","ROME"
1756,"TIOGA CTRL SCH DIST","3 FIFTH AVE TIOGA CENTER 13845","NICHOLS"
1757,"BOVINA WATER DISTRICT NO 1","MAIN ST & COULTER BROOK RD BOVINA CENTER 13740","BOVINA"
1758,"HADCOCK PROPERTY","915 CAYUGA ST HANNIBAL 13074","HANNIBAL"
1759,"SULLIVAN CO DPW--BARRYVILLE SHOP","450 ST RTE 55 BARRYVILLE 12719","HIGHLAND"
1760,"DUANESBURG SEWER DIST 1 STP","Cole Rd Duanesburg 12053","DUANESBURG"
1761,"RIVER VIEW CAFE","4761 RTE 86|W OF BRIDGE OVER W BR AUSABLE RIVER UP STREAM OF FLUME WILMINGTON 12997","WILMINGTON"
1762,"WELL #2 (NICHOLS)","317 W RIVER RD NICHOLS 13812","NICHOLS"
1763,"CAMP SENECA LAKE","200 CAMP RD TORREY","TORREY"
1764,"ASTORIA GAS TURBINE POWER","31-01 20TH AVE ASTORIA 11105","QUEENS"
1765,"PINEWOODS MONASTERY","211 CRUM ELBOW RD Hyde Park 12538","HYDE PARK"
1766,"CHESTERFIELD WATER TREATMENT FACILITY","131 FRONTAGE RD KEESEVILLE 12944","CHESTERFIELD"
1767,"DEERPARK OIL","65 DORRAUGH LN SPARROW BUSH","DEERPARK"
1768,"SENECA COUNTY SEWER DISTRICT #2 (5 PTS CORRECTIONAL WRRF)","5786 St Rte 96|Romulus Romulus 14541","ROMULUS:VARICK"
1769,"PARCO - RENSSELAER","290 RIVERSIDE AVE RENSSELAER 12144","RENSSELAER"
1770,"101 LINCOLN AVE","101 LINCOLN AVE, B:2316, L:1 BRONX 10454","BRONX"
1771,"WATERVIEW AT GREENPOINT","77 COMMERCIAL ST BROOKLYN 11222","BROOKLYN"
1772,"PORT HENRY WATER SYSTEM","26-30 Pump House Ln Port Henry 12974","MORIAH"
1773,"WILMINGTON WATER FILTRATION PLT & RESERVOIR","RESERVOIR RD|WHITE & RED BROOK WILMINGTON 12997","WILMINGTON"
1774,"BEAR MOUNTAIN BRIDGE MAINTENANCE FACILIT","WEST SIDE OF BEAR MOUNTAIN BRIDGE AT BRIDGE PLAZA FORT MONTGOMERY 10922","STONY POINT"
1775,"KADAMPA MEDITATION CENTER NEW YORK","47 SWEENEY RD GLEN SPEY 12737","LUMBERLAND"
1776,"VFW POST 2721","ST RTE 305 - W SIDE - S OF TRENKLE RD CUBA 14727","CUBA"
1777,"HENDERSON WATER DISTRICT","ST RTE 3|HENDERSON & HENDERSON HARBOR HENDERSON 13650","HENDERSON"
1778,"DONOVAN PROPERTY","5910 W WAUTOMA BEACH RD HAMLIN","HAMLIN"
