"npdes_id","facility_id","application_id","applicant","applicant_id","permit_type","status","date_received","upa_class","seqr_class","seqr_determination","lead_agency","coastal_zone_status","final_disposition","permit_effective_date","permit_expration_date","dec_contact","shpa_status","enivronmental_justice"
"NY0244741",1612,"7-5099-00009/00001","CORNELL UNIVERSITY",1034,"Industrial SPDES - Surface Discharge","SAPA Extended",2020-04-03,"MAJOR","Unlisted Action","Negative Declaration","None Designated","This project is not located in a Coastal Management area.","Modify Permit",2020-06-01 04:00:00,2023-04-30 04:00:00,"ELIZABETH A TRACY",NA,NA
"NY0244805",1597,"7-1122-00097/00002","SUIT-KOTE CORPORATION",1154,"Industrial SPDES - Surface Discharge","Issued",2021-08-10,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-05-01 04:00:00,2027-04-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0244821",1606,"7-0838-00043/00001","JOE E WARREN",1331,"P/C/I SPDES - Surface Discharge","Issued",2020-09-24,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-06-01 04:00:00,2026-05-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0244872",1555,"7-3128-00038/00004","TESSY PLASTICS CORP",1291,"Industrial SPDES - Surface Discharge","Issued",2021-08-26,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-06-01 04:00:00,2027-05-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0244881",1626,"7-4928-00021/00001","TIOGA DOWNS RACETRACK LLC",1347,"P/C/I SPDES - Surface Discharge","Issued",2020-09-24,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-05-01 04:00:00,2026-04-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0244937",1642,"7-0822-00033/00001","NYS Dept of Transportation",256,"Industrial SPDES - Surface Discharge","Issued",2022-03-07,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-01-01 05:00:00,2027-12-31 05:00:00,"DONALD J KLACZKO",NA,NA
"NY0245038",1674,"7-3520-00033/00001","NYS Dept of Transportation",256,"Industrial SPDES - Surface Discharge","Issued",2022-08-17,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-06-01 04:00:00,2028-05-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0245046",1376,"7-1122-00049/00029","SUIT-KOTE CORPORATION",1154,"Industrial SPDES - Surface Discharge","Issued",2021-05-12,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-03-01 05:00:00,2027-02-28 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0245062",1680,"7-3532-00105/00001","TOWN OF HASTINGS",1390,"Municipal SPDES - Surface Discharge","Issued",2021-03-01,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-10-28 04:00:00,2027-09-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0245089",1334,"9-0412-00042/00003","INDECK-OLEAN LIMITED PARTNERSHIP",1116,"Industrial SPDES - Surface Discharge","Issued",2021-01-19,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-10-01 04:00:00,2026-09-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0245097",1184,"6-2128-00041/00003","REMARMS LLC",277,"Industrial SPDES - Surface Discharge","Issued",2021-06-30,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-01-01 05:00:00,2026-12-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0245178",1478,"8-3246-00055/00001","SENECA WATERWAYS COUNCIL INC BOY SCOUTS OF AMERICA",1234,"P/C/I SPDES - Surface Discharge","Issued",2020-02-02,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-01-01 05:00:00,2025-12-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0245216",1485,"8-1844-00027/00001","SUSAN E GAGNE",1237,"P/C/I SPDES - Surface Discharge","Issued",2021-02-02,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-12-01 05:00:00,2026-11-30 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0245402",1502,"8-1822-00022/00001","AIVARS & SUSAN BRIGZNA",1252,"P/C/I SPDES - Surface Discharge","Issued",2021-02-03,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-01-01 05:00:00,2026-12-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0245429",1505,"8-5426-00139/00001","TETON MANAGEMENT CORPORATION",1254,"P/C/I SPDES - Surface Discharge","Issued",2023-03-29,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-12-01 05:00:00,2028-11-30 05:00:00,"KATHERINE M MURRAY",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0245518",1516,"8-2654-00175/00001","NANETTE PHILLIS",1267,"P/C/I SPDES - Surface Discharge","Issued",2023-10-02,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-04-01 04:00:00,2029-03-31 04:00:00,"ELISE A FERENCEVYCH",NA,NA
"NY0245526",673,"8-4603-00005/00001","CORNING INCORPORATED",337,"Industrial SPDES - Surface Discharge","Issued",2023-08-25,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-06-01 04:00:00,2029-05-31 04:00:00,"ELISE A FERENCEVYCH",NA,NA
"NY0245721",1561,"8-2620-00067/00001","ALAN SALMONS",1294,"P/C/I SPDES - Surface Discharge","Issued",2021-10-18,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-05-01 04:00:00,2027-04-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0245747",1562,"8-2424-00048/00001","SUE CAMBIER",1295,"P/C/I SPDES - Surface Discharge","Issued",2024-03-26,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2025-01-01 05:00:00,2029-12-31 05:00:00,"TERESS BALDWIN",NA,NA
"NY0245780",1577,"8-2626-00150/00003","NYS Dept of Transportation",256,"Industrial SPDES - Surface Discharge","Issued",2021-08-13,"MINOR","Type II Action","Not Applicable","None Designated","This project is located in a Coastal Management area and is subject to the Waterfront Revitalization and Coastal Resources Act.","Issued",2022-06-01 04:00:00,2027-05-31 04:00:00,"DONALD J KLACZKO",NA,NA
"NY0245801",1581,"8-4424-00033/00001","NYS Dept of Transportation",256,"Industrial SPDES - Surface Discharge","Discontinued",2024-12-20,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Discontinued",2024-12-27 05:00:00,NA,"SCOTT C FEINDEL",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0245879",1566,"8-2428-00019/00002","AMERICAN ROCK SALT COMPANY LLC",1299,"Industrial SPDES - Surface Discharge","Issued",2020-06-12,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-04-01 04:00:00,2026-03-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0245950",1604,"8-2432-00023/00001","KENNS INC",1329,"P/C/I SPDES - Surface Discharge","Issued",2020-08-10,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-06-01 04:00:00,2026-05-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0245968",1579,"8-2434-00120/00001","CITY OF ROCHESTER",953,"Industrial SPDES - Surface Discharge","Issued",2020-06-24,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-05-01 04:00:00,2026-04-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0246017",1580,"8-5726-00128/00001","VILLAGE OF PENN YAN",1176,"Industrial SPDES - Surface Discharge","Issued",2020-11-03,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-07-01 04:00:00,2026-06-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0246034",1683,"8-3226-00039/00001","TURNBULL RESTORATION CO INC",1393,"Industrial SPDES - Surface Discharge","Issued",2022-11-30,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-09-21 04:00:00,2028-08-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0246042",701,"8-5430-00017/00091","ABX INNOVATIVE PACKAGING SOLUTIONS LLC",589,"Industrial SPDES - Surface Discharge","Issued",2022-11-29,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-05-01 04:00:00,2029-04-30 04:00:00,"KIMBERLY A MERCHANT",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0246107",1580,"8-5726-00128/00001","VILLAGE OF PENN YAN",1176,"Industrial SPDES - Surface Discharge","Issued",2020-11-03,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-07-01 04:00:00,2026-06-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0246131",1630,"8-3424-00121/00001","RICHARD HOFFMAN",1351,"P/C/I SPDES - Surface Discharge","Issued",2020-12-03,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-11-17 05:00:00,2026-10-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0246158",1634,"8-4630-00043/00001","DOUGLAS KAPRAL",1354,"P/C/I SPDES - Surface Discharge","Issued",2021-04-13,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-10-01 04:00:00,2026-09-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0246212",1633,"8-2638-00075/00001","ALLEN RIEDOSH",1353,"P/C/I SPDES - Surface Discharge","Issued",2021-01-07,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-10-01 04:00:00,2026-09-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0246221",1639,"8-2640-00117/00001","MARK F SANSONE",1357,"P/C/I SPDES - Surface Discharge","Issued",2021-02-04,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-01-01 05:00:00,2026-12-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0246247",1643,"8-2628-00395/00001","SEAN CAIN",1360,"P/C/I SPDES - Surface Discharge","Issued",2021-10-19,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-01-01 05:00:00,2026-12-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0246301",1667,"8-2636-00069/00001","ANTHONY CAMOBRECO",1379,"P/C/I SPDES - Surface Discharge","Issued",2021-10-14,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-08-01 04:00:00,2027-07-31 04:00:00,"DONALD J KLACZKO",NA,NA
"NY0246409",1690,"8-2430-00029/00001","SCOVILLE HOLDINGS II LLC",1400,"P/C/I SPDES - Surface Discharge","Issued",2023-10-02,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-08-01 04:00:00,2029-07-31 04:00:00,"ELISE A FERENCEVYCH",NA,NA
"NY0246441",1701,"8-4656-00011/00001","NYS Dept of Transportation",256,"Industrial SPDES - Surface Discharge","Issued",2022-03-31,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-05-20 04:00:00,2027-04-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0246450",1706,"8-2448-00057/00001","TOWN OF SPRINGWATER",1408,"Municipal SPDES - Surface Discharge","Issued",2024-02-23,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-09-01 04:00:00,2029-08-31 04:00:00,"KATHERINE M MURRAY",NA,NA
"NY0246468",1712,"8-2628-00511/00001","NYS Dept of Transportation",256,"Industrial SPDES - Surface Discharge","Issued",2022-04-04,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-07-01 04:00:00,2027-06-30 04:00:00,"DONALD J KLACZKO",NA,NA
"NY0246476",691,"8-4630-00061/00001","NYS POLICE",209,"P/C/I SPDES - Surface Discharge","Issued",2023-03-10,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-12-01 05:00:00,2028-11-30 05:00:00,"ELISE A FERENCEVYCH",NA,NA
"NY0246492",1716,"8-5722-00039/00001","SILGAN PLASTICS CORPORATION",1417,"Industrial SPDES - Surface Discharge","Issued",2024-04-15,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-09-01 04:00:00,2029-08-31 04:00:00,"KATHERINE M MURRAY",NA,NA
"NY0246506",675,"8-4603-00014/00031","INSTANT BRANDS LLC",569,"Industrial SPDES - Surface Discharge","Issued",2021-02-11,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-03-01 05:00:00,2025-09-30 04:00:00,"KIMBERLY A MERCHANT",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0246620",1722,"8-2620-00101/00001","JAMES HENNEKEY",1423,"P/C/I SPDES - Surface Discharge","Issued",2021-05-03,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-03-01 05:00:00,2027-02-28 05:00:00,"TERESA DIEHSNER",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0246671",1731,"8-2634-00249/00001","RONALD C MIX",1430,"P/C/I SPDES - Surface Discharge","Issued",2023-05-03,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-11-01 04:00:00,2028-10-31 04:00:00,"KATHERINE M MURRAY",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
