"action_id","facility","facility_id","npdes_id","application_id","applicant","application_type","date_received","status","short_description","enb_publication_date","written_comments_due","dup_flag","transfer_flag"
"NY0004596_2022-05-04","KM PHOENIX HOLDINGS LLC - BROOKLYN TERMINAL",1128,"NY0004596","2-6101-00055/00001","KINDER MORGAN LIQUIDS TERMINALS LLC","Renewal Treat as New",2022-05-04,"Issued","spdes fast track renewal for ny0004596",2022-08-03 04:00:00,2022-09-02 04:00:00,FALSE,FALSE
"NYR10J216_2020-07-10","GLOBAL LOGISTICS PARK WEST CAMPUS",1129,"NYR10J216","2-6403-00332/00001","380 DEVELOPMENT LLC","Renewal Treat as New",2020-07-10,"Issued","spdes fast track renewal for # ny0004502",2020-10-21 04:00:00,2020-11-20 05:00:00,FALSE,FALSE
"NY0004502_2020-07-10","GLOBAL LOGISTICS PARK WEST CAMPUS",1129,"NY0004502","2-6403-00332/00001","380 DEVELOPMENT LLC","Renewal Treat as New",2020-07-10,"Issued","spdes fast track renewal for # ny0004502",2020-10-21 04:00:00,2020-11-20 05:00:00,FALSE,FALSE
"NY0230464_2023-02-09","KINGS BAY RESORT",1130,"NY0230464","5-0928-00053/00004","KINGS BAY HOLDING COMPANY INC","Renewal Treat as New",2023-02-09,"Issued","spdes fast track renewal for ny0230464",2023-03-15 04:00:00,2023-04-14 04:00:00,FALSE,FALSE
"NY0227757_2024-12-18","CONWAY PROPERTY",1131,"NY0227757","8-2634-00077/00004","CHRISTINA A CONWAY","Renewal Treat as New",2024-12-18,"Final Decision Due","spdes fast track renewal for ny0227757",2025-01-01 05:00:00,2025-01-31 05:00:00,FALSE,FALSE
"NY0218367_2020-03-18","BUCKEYE MARCY TERMINAL",1132,"NY0218367","6-3044-00039/00001","BUCKEYE TERMINALS, LLC","Renewal Treat as New",2020-03-18,"Issued","spdes fast track renewal for # ny0218367",2020-11-25 05:00:00,2020-12-25 05:00:00,FALSE,FALSE
"NY0228478_2021-02-17","HEMLOCK LAKE - SHORELINE, OUTLET, DAM & COMPLEX",1133,"NY0228478","8-9908-00009/00009","CITY OF ROCHESTER","Renewal Treat as New",2021-02-17,"Issued","fast track spdes renewal ny0228478",2021-07-07 04:00:00,2021-08-06 04:00:00,FALSE,FALSE
"NY0004618_2020-01-02","PAWLING ENGINEERED PRODUCTS",1134,"NY0004618","3-1340-00073/00011","PAWLING ENGINEERED PRODUCTS INC","Renewal Treat as New",2020-01-02,"Issued","spdes fast track renewal for # ny0004618",2020-02-19 05:00:00,2020-03-20 04:00:00,FALSE,FALSE
"NY0265438_2024-11-20","NEW YORK STATE DAM AT WATERFORD/COHOES",1135,"NY0265438","0-9999-00068/00007","BORALEX HYDRO OPERATIONS INC.","Renewal Treat as New",2024-11-20,"Final Decision Due","spdes fast track renewal for ny0265438",2024-12-25 05:00:00,2025-01-24 05:00:00,FALSE,FALSE
"NY0031542_2022-10-18","WATERTOWN SAND & GRAVEL",1136,"NY0031542","6-2258-00044/00002","WATERTOWN SAND & GRAVEL INC","Renewal Treat as New",2022-10-18,"Issued","spdes fast track renewal for # ny0031542",2022-11-02 04:00:00,2022-12-02 05:00:00,FALSE,FALSE
"NY0007668_2023-10-19","SPRAGUE OPERATING RESOURCES LLC  - 939 E 138TH ST",1137,"NY0007668","2-6007-00069/00001","SPRAGUE OPERATING RESOURCES LLC","Renewal Treat as New",2023-10-19,"Issued","spdes fast track renewal for ny0007668",2025-01-15 05:00:00,2025-02-14 05:00:00,FALSE,FALSE
"NY0204153_2023-12-14","MONARCH PLASTICS INC",1138,"NY0204153","9-0624-00022/00001","MONARCH PLASTICS INC","Renewal Treat as New",2023-12-14,"Issued","spdes fast track renewal for ny0204153",2023-12-27 05:00:00,2024-01-26 05:00:00,FALSE,FALSE
"NY0110167_2020-05-19","FILTRATION PLANT",1139,"NY0110167","5-1728-00033/00001","GLOVERSVILLE WATER WORKS","Renewal Treat as New",2020-05-19,"Issued","spdes fast track renewal for # ny0110167",2020-05-27 04:00:00,2020-06-26 04:00:00,FALSE,FALSE
"NY0204170_2024-10-01","HERBERT MACKIE MEMORIAL LODGE",1140,"NY0204170","9-0660-00025/00001","FACULTY-STUDENT ASSOCIATION OF STATE UNIVERSITY COLLEGE AT FREDONIA NEW YORK INC","Renewal Treat as New",2024-10-01,"Final Decision Due","spdes fast track renewal for ny0204170",2024-10-16 04:00:00,2024-11-15 05:00:00,FALSE,FALSE
"NY0229920_2020-09-18","EVONIK CORPORATION",1141,"NY0229920","5-4154-00023/00017","EVONIK CORPORATION","Renewal Treat as New",2020-09-18,"Issued","spdes fast track renewal for # ny0229920",2020-10-07 04:00:00,2020-11-06 05:00:00,FALSE,FALSE
"NY0128163_2021-07-15","CHAUTAUQUA LAKE KOA",1142,"NY0128163","9-0628-00049/00001","Chautauqua Lake Property Owner LLC","Modification Treat as New",2021-07-15,"Expired","spdes transfer",NA,NA,FALSE,TRUE
"NYR11H023_2021-07-15","CHAUTAUQUA LAKE KOA",1142,"NYR11H023","9-0628-00049/00001","Chautauqua Lake Property Owner LLC","Modification Treat as New",2021-07-15,"Expired","spdes transfer",NA,NA,FALSE,TRUE
"NYR10S852_2021-07-15","CHAUTAUQUA LAKE KOA",1142,"NYR10S852","9-0628-00049/00001","Chautauqua Lake Property Owner LLC","Modification Treat as New",2021-07-15,"Expired","spdes transfer",NA,NA,FALSE,TRUE
"NYR10D501_2021-07-15","CHAUTAUQUA LAKE KOA",1142,"NYR10D501","9-0628-00049/00001","Chautauqua Lake Property Owner LLC","Modification Treat as New",2021-07-15,"Expired","spdes transfer",NA,NA,FALSE,TRUE
"NY0281239_2023-09-05","ELDRED PRESERVE",1143,"NY0281239","3-4834-00038/00005","AMYTRA DEVELOPMENT LLC","Renewal Treat as New",2023-09-05,"Issued","spdes fast track renewal for ny0281239",2024-05-15 04:00:00,2024-06-14 04:00:00,FALSE,FALSE
"NYR11D213_2023-09-05","ELDRED PRESERVE",1143,"NYR11D213","3-4834-00038/00005","AMYTRA DEVELOPMENT LLC","Renewal Treat as New",2023-09-05,"Issued","spdes fast track renewal for ny0281239",2024-05-15 04:00:00,2024-06-14 04:00:00,FALSE,FALSE
"NY0102172_2020-03-02","RHINEBECK MOBILE HOME PARK",1144,"NY0102172","3-1350-00076/00001","GARDEN HOMES MANAGEMENT CORPORATION","Modification Treat as New",2020-03-02,"Issued","mod - new outfall",2020-03-11 04:00:00,2020-04-10 04:00:00,FALSE,FALSE
"NY0102172_2024-06-07","RHINEBECK MOBILE HOME PARK",1144,"NY0102172","3-1350-00076/00001","GARDEN HOMES MANAGEMENT CORPORATION","Renewal Treat as New",2024-06-07,"Issued","spdes fast track renewal for ny0102172",2024-06-26 04:00:00,2024-07-26 04:00:00,FALSE,FALSE
"NY0156108_2025-01-17","CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS",1145,"NY0156108","7-3528-00017/00001","CORP PRESIDING BISHOP CHURCH OF JESUS CHRIST OF LDS","Renewal Treat as New",2025-01-17,"Insufficient","spdes fast track renewal for # ny0156108",NA,NA,FALSE,FALSE
"NY0200352_2021-07-30","GOETHALS MOBILE PK-2701 GOETHALS RD N",1146,"NY0200352","2-6401-00043/00002","GARDEN HOMES MANAGEMENT CORPORATION","Renewal Treat as New",2021-07-30,"Issued","spdes fast track renewal for # ny0200352",2021-12-01 05:00:00,2021-12-31 05:00:00,FALSE,FALSE
"NY0231681_2021-05-14","SYRACUSE LLC",1147,"NY0231681","7-3132-00035/00003","SYRACUSE LLC","Renewal Treat as New",2021-05-14,"Issued","spdes fast track renewal ny0231681",2021-08-04 04:00:00,2021-09-03 04:00:00,FALSE,FALSE
"NY0257206_2023-11-13","FORMER MONARCH CHEMICALS",1148,"NY0257206","6-3016-00076/00035","JCI JONES CHEMICALS, INC.","Renewal Treat as New",2023-11-13,"Issued","spdes fast track renewal for ny0257206",2024-01-03 05:00:00,2024-02-02 05:00:00,FALSE,FALSE
"NY0035262_2020-08-27","CAMP RAYIM",1149,"NY0035262","3-4836-00097/00001","RAYIM REALTY CORP","Renewal Treat as New",2020-08-27,"Issued","spdes fast track renewal for # ny0035262",2020-09-16 04:00:00,2020-10-16 04:00:00,FALSE,FALSE
"NY0160849_2020-10-21","NYSDOT MONROE WEST RESIDENCY",1150,"NY0160849","8-2638-00031/00001","NYS Dept of Transportation","Renewal Treat as New",2020-10-21,"Issued","spdes fast track renewal for # ny0160849",2020-12-02 05:00:00,2021-01-01 05:00:00,FALSE,FALSE
"NY0021351_2020-11-03","OLD FORGE SEWER DISTRICT WASTEWATER TREATMENT PLANT",1151,"NY0021351","6-2154-00110/00002","TOWN OF WEBB","Renewal Treat as New",2020-11-03,"Issued","ebps with new term",2020-12-02 05:00:00,2021-01-01 05:00:00,FALSE,FALSE
"NY0021351_2022-05-20","OLD FORGE SEWER DISTRICT WASTEWATER TREATMENT PLANT",1151,"NY0021351","6-2154-00110/00002","TOWN OF WEBB","Modification Treat as New",2022-05-20,"Issued","mod  for compliance schedule",2022-07-20 04:00:00,2022-08-19 04:00:00,FALSE,FALSE
"NY0020249_2020-02-05","VERNON SEWAGE TREATMENT PLANT",1152,"NY0020249","6-3060-00020/00002","VILLAGE OF VERNON","Modification Treat as New",2020-02-05,"Issued","permitte mod",2021-02-10 05:00:00,2021-03-12 05:00:00,FALSE,FALSE
"NY0020249_2023-10-17","VERNON SEWAGE TREATMENT PLANT",1152,"NY0020249","6-3060-00020/00002","VILLAGE OF VERNON","Department Initiated Modification",2023-10-17,"Modify Permit","dim typographical errors",NA,NA,FALSE,FALSE
"NY0020249_2020-07-23","VERNON SEWAGE TREATMENT PLANT",1152,"NY0020249","6-3060-00020/00002","VILLAGE OF VERNON","Renewal Treat as New",2020-07-23,"Issued","spdes fast track renewal for # ny0020249",NA,NA,FALSE,FALSE
"NY0007145_2020-12-18","1900 SOUTH AVE LOGISTICS",1153,"NY0007145","2-6403-00031/00001","1900 SOUTH OWNER LLC","Minor Modification",2020-12-18,"SAPA Extended","transfer to 1900 south owner llc",NA,NA,FALSE,TRUE
"NY0007145_2020-07-20","1900 SOUTH AVE LOGISTICS",1153,"NY0007145","2-6403-00031/00001","1900 SOUTH OWNER LLC","Renewal Treat as New",2020-07-20,"Suspended Indefinitely","spdes fast track renewal for # ny0007145",NA,NA,FALSE,FALSE
"NY0035564_2023-12-05","WELLESLEY ISLAND STATE PARK",1154,"NY0035564","6-2246-00036/00004","NYS OFFICE OF PARKS REC & HISTORIC PRESERVATION","Modification Treat as New",2023-12-05,"Issued",NA,2023-12-13 05:00:00,2024-01-12 05:00:00,FALSE,NA
"NY0035564_2021-09-17","WELLESLEY ISLAND STATE PARK",1154,"NY0035564","6-2246-00036/00004","NYS OFFICE OF PARKS REC & HISTORIC PRESERVATION","Renewal Treat as New",2021-09-17,"Issued","spdes fast track renewal for # ny0235741",2021-11-03 04:00:00,2021-12-03 05:00:00,FALSE,FALSE
"NY0022284_2020-06-01","USCG ALEXANDRIA BAY STATION AT WELLESLEY ISLAND",1155,"NY0022284","6-2222-00103/00001","US COAST GUARD","Renewal Treat as New",2020-06-01,"Issued","spdes fast track renewal for # ny0022284",2020-06-10 04:00:00,2020-07-10 04:00:00,FALSE,FALSE
"NY0004961_2020-11-18","PORT MOBIL",1156,"NY0004961","2-6405-00073/00024","KINDER MORGAN LIQUIDS TERMINALS LLC","Minor Modification",2020-11-18,"Expired","transfer  ny0004961",NA,NA,FALSE,TRUE
"NY0004961_2020-11-18","PORT MOBIL",1156,"NY0004961","2-6405-00073/00024","NP STATEN ISLAND INDUSTRIAL LLC","Minor Modification",2020-11-18,"Expired","transfer  ny0004961",NA,NA,TRUE,TRUE
"NY0149331_2020-03-11","BREWSTER WELL FIELDS",1157,"NY0149331","3-3730-00111/00001","VILLAGE OF BREWSTER","Renewal Treat as New",2020-03-11,"Issued","spdes fast track renewal for # ny0149331",2020-12-16 05:00:00,2021-01-15 05:00:00,FALSE,FALSE
"NY0257150_2024-03-01","MOHAWK VALLEY SANITARY LANDFILL",1158,"NY0257150","6-2126-00026/00019","WASTE MANAGEMENT OF NEW YORK, L.L.C.","Renewal Treat as New",2024-03-01,"Issued","spdes fast track renewal for ny0257150",2024-04-24 04:00:00,2024-05-24 04:00:00,FALSE,FALSE
"NY0233781_2020-04-28","GLOBAL COMPANIES LLC - NEWBURGH-NORTH TERMINAL",1159,"NY0233781","3-3348-00111/00012","GLOBAL COMPANIES LLC","Renewal Treat as New",2020-04-28,"Issued","spdes fast track renewal for # ny0233781",2021-02-17 05:00:00,2021-03-19 04:00:00,FALSE,FALSE
"NY0148679_2023-10-18","CAMP TOLDOS YAKOV YOSEF - MACHNEI YAKOV YOSEF DCHASIDA SQUARE",1160,"NY0148679","3-4836-00099/00001","MACHNEI YAKOV YOSEF DCHASIDA SQUARE","Renewal Treat as New",2023-10-18,"Issued","spdes fast track renewal for ny0148679",2023-10-25 04:00:00,2023-11-24 05:00:00,FALSE,FALSE
"NY0228028_2023-07-07","FREEMAN PROPERTY",1161,"NY0228028","8-1822-00015/00001","GERALD L FREEMAN","Renewal Treat as New",2023-07-07,"Issued","spdes fast track renewal for ny0228028",2023-07-26 04:00:00,2023-08-25 04:00:00,FALSE,FALSE
"NY0246905_2020-07-28","NAVAL UNDERSEA WARFARE CTR DIV, NEWPORT OSO DRESDEN",1162,"NY0246905","8-5736-00016/00009","US DEPT OF THE NAVY","Renewal Treat as New",2020-07-28,"Expired","spdes fast track renewal for # ny0246905",2020-08-12 04:00:00,2020-09-11 04:00:00,FALSE,FALSE
"NY0223794_2020-03-06","FANE CROPSEYVILLE QUARRY",1163,"NY0223794","4-3899-00003/00017","CALLANAN INDUSTRIES, INC.","Renewal Treat as New",2020-03-06,"Issued","spdes fast track renewal for # ny0223794",2020-03-18 04:00:00,2020-04-17 04:00:00,FALSE,FALSE
"NY0223794_2025-01-06","FANE CROPSEYVILLE QUARRY",1163,"NY0223794","4-3899-00003/00017","CALLANAN INDUSTRIES, INC.","Renewal Treat as New",2025-01-06,"Written Comments Deadline","spdes fasy track renewal for ny0223794",2025-02-05 05:00:00,2025-03-07 05:00:00,FALSE,FALSE
"NY0230511_2023-08-21","GIROUX ORCHARDS LLC DBA CHAZY ORCHARDS",1164,"NY0230511","5-0930-00037/00001","GIROUX ORCHARDS LLC","Renewal Treat as New",2023-08-21,"Issued","spdes fast track renewal for ny0230511",2023-08-30 04:00:00,2023-09-29 04:00:00,FALSE,FALSE
"NYR10G696_2021-02-11","ASTORIA ENERGY LLC & ASTORIA ENERGY II LLC",1165,"NYR10G696","2-6301-00072/00016","ASTORIA ENERGY II LLC","Renewal Treat as New",2021-02-11,"Issued","spdes fast track renewal for # ny0267538",2021-06-02 04:00:00,2021-07-02 04:00:00,FALSE,FALSE
"NY0267538_2021-02-11","ASTORIA ENERGY LLC & ASTORIA ENERGY II LLC",1165,"NY0267538","2-6301-00072/00016","ASTORIA ENERGY II LLC","Renewal Treat as New",2021-02-11,"Issued","spdes fast track renewal for # ny0267538",2021-06-02 04:00:00,2021-07-02 04:00:00,FALSE,FALSE
"NY0028002_2021-02-11","ASTORIA ENERGY LLC & ASTORIA ENERGY II LLC",1165,"NY0028002","2-6301-00072/00016","ASTORIA ENERGY II LLC","Renewal Treat as New",2021-02-11,"Issued","spdes fast track renewal for # ny0267538",2021-06-02 04:00:00,2021-07-02 04:00:00,FALSE,FALSE
"NY0251437_2024-11-25","MAPLE RIDGE",1166,"NY0251437","3-1332-00129/00001","MAPLE RIDGE SEWAGE-WORKS CORPORATION","Renewal Treat as New",2024-11-25,"Final Decision Due","spdes fast track renewal for ny0251437",2024-12-11 05:00:00,2025-01-10 05:00:00,FALSE,FALSE
"NY0007129_2022-04-28","SPECIAL METALS CORPORATION",1167,"NY0007129","6-3048-00029/00001","SPECIAL METALS CORPORATION","Modification Treat as New",2022-04-28,"Issued","increase maximum daily effluent, add outfall, change effluent limits",2022-10-19 04:00:00,2022-11-18 05:00:00,FALSE,FALSE
"NY0007129_2021-05-11","SPECIAL METALS CORPORATION",1167,"NY0007129","6-3048-00029/00001","SPECIAL METALS CORPORATION","Renewal Treat as New",2021-05-11,"Issued","spdes fast track renewal for # ny0007129",2021-08-11 04:00:00,2021-09-10 04:00:00,FALSE,FALSE
"NY0171611_2023-04-10","INGERSOLL-RAND INDUSTRIAL US INC",1168,"NY0171611","9-1430-00122/00001","INGERSOLL-RAND INDUSTRIAL US INC","Renewal Treat as New",2023-04-10,"Issued","spdes fast track renewal for ny0171611",2023-05-24 04:00:00,2023-06-23 04:00:00,FALSE,FALSE
"NY0130273_2020-07-01","WORD OF LIFE CAMP",1169,"NY0130273","5-5224-00038/00009","WORD OF LIFE FELLOWSHIP, INC.","Minor Modification",2020-07-01,"Expired","mod - extend dates of reports due eng report - 11/20/20 eng plans 2/26/21",NA,NA,FALSE,FALSE
"NY0130273_2024-09-25","WORD OF LIFE CAMP",1169,"NY0130273","5-5224-00038/00009","WORD OF LIFE FELLOWSHIP, INC.","Renewal Treat as New",2024-09-25,"Issued","spdes fast track renewal for ny0130273",2024-10-16 04:00:00,2024-11-15 05:00:00,FALSE,FALSE
"NY0251852_2024-09-04","QUEENSBURY WATER TREATMENT PLANT",1170,"NY0251852","5-5234-00143/00002","Town of Queensbury","Renewal Treat as New",2024-09-04,"Final Decision Due","spdes fast track renewal for queensbury wtp for ny0251852",2024-09-18 04:00:00,2024-10-18 04:00:00,FALSE,FALSE
"NY0007676_2023-04-27","UNITED METRO TERM-498 KINGSLAND AVE",1171,"NY0007676","2-6101-00093/00001","UNITED METRO ENERGY CORP","Renewal Treat as New",2023-04-27,"Issued","spdes fast track renewal for ny0007676",2024-07-24 04:00:00,2024-08-23 04:00:00,FALSE,FALSE
"NY0223891_2023-10-17","NYSDOT-REGION 1 MAINTENANCE HEADQUARTERS",1172,"NY0223891","4-0134-00041/00001","NYS Dept of Transportation","Renewal Treat as New",2023-10-17,"Issued","spdes fast track renewal for ny0223891",2023-10-25 04:00:00,2023-11-24 05:00:00,FALSE,FALSE
"NY0034401_2020-11-17","BALTIC ESTATES STP",1173,"NY0034401","3-5522-00110/00003","JONAS BASTYS INC","Renewal Treat as New",2020-11-17,"Issued","spdes fast track renewal for # ny0034401",2020-12-09 05:00:00,2021-01-08 05:00:00,FALSE,FALSE
"NY0223913_2024-07-18","AQUATIC DEVELOPMENT GROUP",1174,"NY0223913","4-0126-00179/00001","AQUATIC AMUSEMENT ASSOCIATES, LTD.","Renewal Treat as New",2024-07-18,"Final Decision Due","spdes fast track renewal for ny0223913",2024-07-31 04:00:00,2024-08-30 04:00:00,FALSE,FALSE
"NY0097063_2023-07-10","RUSH CREEKSIDE INN",1175,"NY0097063","8-2650-00023/00001","B & G OF ROCHESTER INC","Renewal Treat as New",2023-07-10,"Issued","spdes fast track renewal for ny0097063",2023-07-19 04:00:00,2023-08-18 04:00:00,FALSE,FALSE
"NY0154318_2023-12-20","DEER RUN",1176,"NY0154318","7-3560-00015/00001","JIM R TAYLOR","Minor Modification",2023-12-20,"Final Decision Due","permit transfer",NA,NA,FALSE,TRUE
"NY0154318_2020-06-22","DEER RUN",1176,"NY0154318","7-3560-00015/00001","JIM R TAYLOR","Renewal Treat as New",2020-06-22,"Issued","spdes fast track renewal for # ny0154318",2020-09-30 04:00:00,2020-10-30 04:00:00,FALSE,FALSE
"NY0218456_2021-06-02","TRENTON ASSEMBLY PARK  SWIMMING POOL",1177,"NY0218456","6-3058-00031/00001","TRENTON ASSEMBLY PARK INC","Renewal Treat as New",2021-06-02,"Issued","spdes fast track renewal for # ny0218456",2021-07-14 04:00:00,2021-08-13 04:00:00,FALSE,FALSE
"NY0230570_2020-03-26","LAKE CHAMPLAIN RENTALS",1178,"NY0230570","5-0928-00059/00001","LAKE CHAMPLAIN RENTALS LLC","Renewal Treat as New",2020-03-26,"Issued","renewal and modfication of spdes permit",2020-05-20 04:00:00,2020-06-19 04:00:00,FALSE,FALSE
"NY0028525_2020-02-18","TOWN CAZENOVIA CONSOLIDATED SEWER DISTRICTS WPCF",1179,"NY0028525","7-2522-00030/00001","TOWN OF CAZENOVIA","Renewal Treat as New",2020-02-18,"Issued","ebps full tech review - renewal and modification for # ny0028525",2023-12-27 05:00:00,2024-01-26 05:00:00,FALSE,FALSE
"NY0228150_2023-06-26","LEGRETT PROPERTY",1180,"NY0228150","8-2636-00043/00001","JAMES A LEGRETT","Renewal Treat as New",2023-06-26,"Issued","spdes fast track renewal for ny0228150",2023-07-19 04:00:00,2023-08-18 04:00:00,FALSE,FALSE
"NY0203335_2021-02-09","WASHINGTON MILLS ELECTRO MINERALS",1181,"NY0203335","9-2911-00160/00023","WASHINGTON MILLS ELECTRO MINERALS CORP","Renewal Treat as New",2021-02-09,"Expired","spdes fast track renewal for # ny0203335",2021-08-11 04:00:00,2021-09-10 04:00:00,FALSE,FALSE
"NY0203335_2022-03-25","WASHINGTON MILLS ELECTRO MINERALS",1181,"NY0203335","9-2911-00160/00023","WASHINGTON MILLS ELECTRO MINERALS CORP","Renewal Treat as New",2022-03-25,"Withdrawn by Applicant","remove outfall, adjust permit limits, removal sampling parameters,sample freq",2023-04-12 04:00:00,2023-05-12 04:00:00,FALSE,FALSE
"NY0026891_2020-12-04","HERITAGE HILLS STP",1182,"NY0026891","3-5552-00050/00001","SUEZ SEWER NEW YORK INC","Minor Modification",2020-12-04,"Expired","mod - transfer request",NA,NA,FALSE,TRUE
"NY0026891_2023-11-06","HERITAGE HILLS STP",1182,"NY0026891","3-5552-00050/00001","VEOLIA SEWER NEW YORK INC","Renewal Treat as New",2023-11-06,"Issued","spdes fast track renewal for ny0026891",2023-11-15 05:00:00,2023-12-15 05:00:00,FALSE,FALSE
"NY0022969_2020-05-07","T MORIAH WWTF",1183,"NY0022969","5-1536-00020/00001","TOWN OF MORIAH","Renewal Treat as New",2020-05-07,"Issued","change classification of receiving waterbody, more stringent limits",2020-07-29 04:00:00,2020-08-28 04:00:00,FALSE,FALSE
"NYR10I230_2020-05-07","T MORIAH WWTF",1183,"NYR10I230","5-1536-00020/00001","TOWN OF MORIAH","Renewal Treat as New",2020-05-07,"Issued","change classification of receiving waterbody, more stringent limits",2020-07-29 04:00:00,2020-08-28 04:00:00,FALSE,FALSE
"NY0022969_2020-10-15","T MORIAH WWTF",1183,"NY0022969","5-1536-00020/00001","TOWN OF MORIAH","Renewal Treat as New",2020-10-15,"New Application Needed","spdes fast track renewal for # ny0022969",NA,NA,FALSE,FALSE
"NYR10I230_2020-10-15","T MORIAH WWTF",1183,"NYR10I230","5-1536-00020/00001","TOWN OF MORIAH","Renewal Treat as New",2020-10-15,"New Application Needed","spdes fast track renewal for # ny0022969",NA,NA,FALSE,FALSE
"NY0245097_2021-02-26","REMINGTON STEAM PLANT",1184,"NY0245097","6-2128-00041/00003","REMINGTON ARMS COMPANY INC","Minor Modification",2021-02-26,"Expired","faciilty transfer",NA,NA,FALSE,TRUE
"NY0245097_2021-02-26","REMINGTON STEAM PLANT",1184,"NY0245097","6-2128-00041/00003","REMARMS LLC","Minor Modification",2021-02-26,"Expired","faciilty transfer",NA,NA,TRUE,TRUE
"NY0245097_2021-06-30","REMINGTON STEAM PLANT",1184,"NY0245097","6-2128-00041/00003","REMARMS LLC","Renewal Treat as New",2021-06-30,"Issued","spdes fast track renewal for # ny0245097",2021-08-04 04:00:00,2021-09-03 04:00:00,FALSE,FALSE
"NY0230626_2021-10-13","BRUSHTON-MOIRA HIGH SCHOOL",1185,"NY0230626","5-1650-00005/00002","BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT","Renewal Treat as New",2021-10-13,"Issued","spdes fast track renewal for ny0230626",2021-10-27 04:00:00,2021-11-26 05:00:00,FALSE,FALSE
