1241997412	20250506	202505	2025	2025.3452	LAB	WORKER						LAB													1	090	090	09	2	-2.0	5	1	5	2.2508038585209	4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	0								4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	20250506020000	https://www.reseller.co.nz/article/3977813/hype-aside-ai-may-not-be-turbo-charging-employee-productivity-just-yet-2.html
1241997413	20250506	202505	2025	2025.3452	LAB	EMPLOYEE						LAB													0	090	090	09	2	-2.0	3	1	3	-4.84300159659394	3	Beverly Hills, California, United States	US	USCA	CA037	34.0736	-118.4	1652672	0								3	Beverly Hills, California, United States	US	USCA		34.0736	-118.4	1652672	20250506020000	https://www.latimes.com/california/story/2025-05-05/hepatitis-a-outbreak-declared-in-la-county
1241997414	20250506	202505	2025	2025.3452	LAB	EMPLOYEE						LAB													0	090	090	09	2	-2.0	1	1	1	-4.84300159659394	3	Beverly Hills, California, United States	US	USCA	CA037	34.0736	-118.4	1652672	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20250506020000	https://www.latimes.com/california/story/2025-05-05/hepatitis-a-outbreak-declared-in-la-county
1241997415	20250506	202505	2025	2025.3452	LAB	WORKER						LAB													1	110	110	11	3	-2.0	2	1	2	-3.83831521739131	3	Johnson County, Indiana, United States	US	USIN	IN081	39.4806	-86.055	450365	0								3	Johnson County, Indiana, United States	US	USIN		39.4806	-86.055	450365	20250506020000	https://dailyjournal.net/2025/05/05/protesters-in-franklin-advocate-for-workers-against-trumps-policies/
1241997416	20250506	202505	2025	2025.3452	LAB	WORKER						LAB													1	110	110	11	3	-2.0	3	1	3	-3.83831521739131	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20250506020000	https://dailyjournal.net/2025/05/05/protesters-in-franklin-advocate-for-workers-against-trumps-policies/
1241997417	20250506	202505	2025	2025.3452	LAB	UNIONS						LAB													0	141	141	14	3	-6.5	4	1	4	-3.83831521739131	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506020000	https://dailyjournal.net/2025/05/05/protesters-in-franklin-advocate-for-workers-against-trumps-policies/
1241997418	20250506	202505	2025	2025.3452	LAB	UNIONS						LAB													0	141	141	14	3	-6.5	6	1	6	-3.83831521739131	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20250506020000	https://dailyjournal.net/2025/05/05/protesters-in-franklin-advocate-for-workers-against-trumps-policies/
1241997419	20250506	202505	2025	2025.3452	LAB	WORKER						LAB			AGR	FARMER						AGR			1	020	020	02	1	3.0	2	1	2	-1.61001788908766	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20250506020000	https://www.ksut.org/2025-05-05/farms-are-turning-to-guest-workers-to-fill-labor-shortages-but-critics-say-it-still-isnt-enough
1241997420	20250506	202505	2025	2025.3452	LAB	WORKER						LAB			AGR	FARMER						AGR			1	020	020	02	1	3.0	8	1	8	-1.61001788908766	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20250506020000	https://www.ksut.org/2025-05-05/farms-are-turning-to-guest-workers-to-fill-labor-shortages-but-critics-say-it-still-isnt-enough
1241997421	20250506	202505	2025	2025.3452	LAB	STAFF MEMBER						LAB			AUS	AUSTRALIA	AUS								0	013	013	01	1	0.4	4	1	4	-6.38297872340425	4	Leongatha, Victoria, Australia	AS	AS07	5414	-38.4761	145.947	-1583429	4	Leongatha, Victoria, Australia	AS	AS07	5414	-38.4761	145.947	-1583429	4	Leongatha, Victoria, Australia	AS	AS07	5414	-38.4761	145.947	-1583429	20250506020000	https://www.dailymail.co.uk/news/article-14681493/Erin-Patterson-mushroom-murder-trial-LIVE-updates.html
1241997422	20250506	202505	2025	2025.3452	LAB	STAFF MEMBER						LAB			AUS	AUSTRALIA	AUS								0	060	060	06	2	6.0	4	1	4	-6.38297872340425	4	Leongatha, Victoria, Australia	AS	AS07	5414	-38.4761	145.947	-1583429	4	Leongatha, Victoria, Australia	AS	AS07	5414	-38.4761	145.947	-1583429	4	Leongatha, Victoria, Australia	AS	AS07	5414	-38.4761	145.947	-1583429	20250506020000	https://www.dailymail.co.uk/news/article-14681493/Erin-Patterson-mushroom-murder-trial-LIVE-updates.html
1241997423	20250506	202505	2025	2025.3452	LAB	EMPLOYEE						LAB			AUS	AUSTRALIA	AUS								0	061	061	06	2	6.4	2	1	2	-6.38297872340425	4	Leongatha, Victoria, Australia	AS	AS07	5414	-38.4761	145.947	-1583429	4	Leongatha, Victoria, Australia	AS	AS07	5414	-38.4761	145.947	-1583429	4	Leongatha, Victoria, Australia	AS	AS07	5414	-38.4761	145.947	-1583429	20250506020000	https://www.dailymail.co.uk/news/article-14681493/Erin-Patterson-mushroom-murder-trial-LIVE-updates.html
1241997424	20250506	202505	2025	2025.3452	LAB	WORKER						LAB			CVL	IMMIGRANT						CVL			1	110	110	11	3	-2.0	6	1	6	-3.83831521739131	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20250506020000	https://dailyjournal.net/2025/05/05/protesters-in-franklin-advocate-for-workers-against-trumps-policies/
1241997425	20250506	202505	2025	2025.3452	LAB	EMPLOYEE						LAB			LEG	LAWMAKER						LEG			1	020	020	02	1	3.0	10	1	10	-0.46728971962616	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20250506020000	https://www.yahoo.com/news/lawmakers-frustrated-lack-financial-answers-232153177.html
1241997426	20250506	202505	2025	2025.3452	LAB	EMPLOYEE						LAB			USA	UNITED STATES	USA								0	090	090	09	2	-2.0	5	1	5	-4.84300159659394	3	Beverly Hills, California, United States	US	USCA	CA037	34.0736	-118.4	1652672	3	Beverly Hills, California, United States	US	USCA		34.0736	-118.4	1652672	3	Beverly Hills, California, United States	US	USCA		34.0736	-118.4	1652672	20250506020000	https://www.latimes.com/california/story/2025-05-05/hepatitis-a-outbreak-declared-in-la-county
1241997427	20250506	202505	2025	2025.3452	LAB	EMPLOYEE						LAB			USA	UNITED STATES	USA								0	090	090	09	2	-2.0	1	1	1	-4.84300159659394	3	Beverly Hills, California, United States	US	USCA	CA037	34.0736	-118.4	1652672	3	Beverly Hills, California, United States	US	USCA		34.0736	-118.4	1652672	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20250506020000	https://www.latimes.com/california/story/2025-05-05/hepatitis-a-outbreak-declared-in-la-county
1241997428	20250506	202505	2025	2025.3452	LAB	WORKER						LAB			USA	UNITED STATES	USA								1	110	110	11	3	-2.0	2	1	2	-3.83831521739131	3	Johnson County, Indiana, United States	US	USIN	IN081	39.4806	-86.055	450365	3	Johnson County, Indiana, United States	US	USIN		39.4806	-86.055	450365	3	Johnson County, Indiana, United States	US	USIN		39.4806	-86.055	450365	20250506020000	https://dailyjournal.net/2025/05/05/protesters-in-franklin-advocate-for-workers-against-trumps-policies/
1241997429	20250506	202505	2025	2025.3452	LAB	WORKER						LAB			USA	UNITED STATES	USA								1	110	110	11	3	-2.0	2	1	2	-3.83831521739131	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	3	Johnson County, Indiana, United States	US	USIN		39.4806	-86.055	450365	3	Johnson County, Indiana, United States	US	USIN		39.4806	-86.055	450365	20250506020000	https://dailyjournal.net/2025/05/05/protesters-in-franklin-advocate-for-workers-against-trumps-policies/
1241997430	20250506	202505	2025	2025.3452	LAB	TRADE UNION						LAB			USAMED	REUTERS	USA					MED			1	013	013	01	1	0.4	10	1	10	-1.8018018018018	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	20250506020000	https://www.brecorder.com/news/40361235/occupied-territories-norway-fund-urged-by-union-to-divest-from-cos-aiding-israel
1241997431	20250506	202505	2025	2025.3452	LBN	LEBANON	LBN								LBNCOP	LEBANON	LBN					COP			1	010	010	01	1	0.0	10	1	10	-5.58659217877095	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20250506020000	https://www.wsmv.com/2025/05/05/lebanon-police-seeking-information-fatal-i-40-crash/
1241997432	20250506	202505	2025	2025.3452	LBN	LEBANON	LBN								LBNCOP	LEBANON	LBN					COP			1	090	090	09	2	-2.0	10	1	10	-5.58659217877095	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20250506020000	https://www.wsmv.com/2025/05/05/lebanon-police-seeking-information-fatal-i-40-crash/
1241997433	20250506	202505	2025	2025.3452	LBNCOP	LEBANON	LBN					COP													1	010	010	01	1	0.0	10	1	10	-5.58659217877095	1	Lebanon	LE	LE		33.833333	35.833333	LE	0								1	Lebanon	LE	LE		33.833333	35.833333	LE	20250506020000	https://www.wsmv.com/2025/05/05/lebanon-police-seeking-information-fatal-i-40-crash/
1241997434	20250506	202505	2025	2025.3452	LBNCOP	LEBANON	LBN					COP													1	0214	021	02	1	3.4	10	1	10	-5.58659217877095	1	Lebanon	LE	LE		33.833333	35.833333	LE	0								1	Lebanon	LE	LE		33.833333	35.833333	LE	20250506020000	https://www.wsmv.com/2025/05/05/lebanon-police-seeking-information-fatal-i-40-crash/
1241997435	20250506	202505	2025	2025.3452	LBR	LIBERIA	LBR								AFR	AFRICA	AFR								1	043	043	04	1	2.8	5	1	5	0.462962962962963	4	Monrovia, Montserrado, Liberia	LI	LI14	147290	6.31056	-10.8047	-2134012	4	Monrovia, Montserrado, Liberia	LI	LI14	147290	6.31056	-10.8047	-2134012	4	Monrovia, Montserrado, Liberia	LI	LI14	147290	6.31056	-10.8047	-2134012	20250506020000	https://www.vogue.com/slideshow/dapper-dan-2025-met-gala
1241997436	20250506	202505	2025	2025.3452	LCAGOV	STEPHENSON	LCA					GOV													0	141	141	14	3	-6.5	2	1	2	-3.83831521739131	3	Johnson County, Indiana, United States	US	USIN	IN081	39.4806	-86.055	450365	0								3	Johnson County, Indiana, United States	US	USIN		39.4806	-86.055	450365	20250506020000	https://dailyjournal.net/2025/05/05/protesters-in-franklin-advocate-for-workers-against-trumps-policies/
1241997437	20250506	202505	2025	2025.3452	LCAGOV	STEPHENSON	LCA					GOV													0	141	141	14	3	-6.5	6	1	6	-3.83831521739131	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20250506020000	https://dailyjournal.net/2025/05/05/protesters-in-franklin-advocate-for-workers-against-trumps-policies/
1241997438	20250506	202505	2025	2025.3452	LEG	LAWMAKER						LEG													1	010	010	01	1	0.0	10	1	10	-6.19469026548673	3	Davidson County, Tennessee, United States	US	USTN	TN037	36.1501	-86.7833	1639737	0								3	Davidson County, Tennessee, United States	US	USTN		36.1501	-86.7833	1639737	20250506020000	https://www.wsmv.com/2025/05/05/south-nashville-crime-highlighted-after-ice-operation/
1241997439	20250506	202505	2025	2025.3452	LEG	SENATOR						LEG													1	011	011	01	1	-0.1	5	1	5	-2.28471001757469	0								0								0								20250506020000	https://tribuneonlineng.com/defection-rights-advocacy-coordinator-slams-oborevworis-ex-aide/
1241997440	20250506	202505	2025	2025.3452	LEG	REPRESENTATIVES						LEG													0	014	014	01	1	0.0	10	1	10	-2.38429172510519	0								0								0								20250506020000	https://www.independent.com/2025/05/05/immigration-enforcement-expected-on-central-coast-through-may-10/
1241997441	20250506	202505	2025	2025.3452	LEG	LAWMAKER						LEG													0	020	020	02	1	3.0	6	1	6	-0.20408163265306	1	Canada	CA	CA		60	-96	CA	0								3	Wasilla, Alaska, United States	US	USAK	AK170	61.5814	-149.439	1411788	20250506020000	https://www.adn.com/politics/alaska-legislature/2025/05/05/alaska-legislature-urges-support-for-alaska-canada-relationship/
1241997442	20250506	202505	2025	2025.3452	LEG	LAWMAKER						LEG													1	040	040	04	1	1.0	10	1	10	-6.19469026548673	3	Davidson County, Tennessee, United States	US	USTN	TN037	36.1501	-86.7833	1639737	0								3	Davidson County, Tennessee, United States	US	USTN		36.1501	-86.7833	1639737	20250506020000	https://www.wsmv.com/2025/05/05/south-nashville-crime-highlighted-after-ice-operation/
1241997443	20250506	202505	2025	2025.3452	LEG	SENATE						LEG													1	042	042	04	1	1.9	4	1	4	-0.20408163265306	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506020000	https://www.adn.com/politics/alaska-legislature/2025/05/05/alaska-legislature-urges-support-for-alaska-canada-relationship/
1241997444	20250506	202505	2025	2025.3452	LEG	SENATE						LEG													1	042	042	04	1	1.9	6	1	6	-0.20408163265306	1	Canada	CA	CA		60	-96	CA	0								1	Canada	CA	CA		60	-96	CA	20250506020000	https://www.adn.com/politics/alaska-legislature/2025/05/05/alaska-legislature-urges-support-for-alaska-canada-relationship/
1241997445	20250506	202505	2025	2025.3452	LEG	REPRESENTATIVES						LEG													0	061	061	06	2	6.4	10	1	10	-6.49762282091917	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20250506020000	https://www.brecorder.com/news/40361224/efs-to-be-retained-in-fy26-budget
1241997446	20250506	202505	2025	2025.3452	LEG	REPRESENTATIVES						LEG													0	070	070	07	2	7.0	5	1	5	-6.49762282091917	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20250506020000	https://www.brecorder.com/news/40361224/efs-to-be-retained-in-fy26-budget
1241997447	20250506	202505	2025	2025.3452	LEG	LEGISLATURE						LEG													0	114	114	11	3	-2.0	2	1	2	-1.14503816793894	3	Upper Basin, Utah, United States	US	USUT	UT013	40.493	-110.638	1446848	0								3	Upper Basin, Utah, United States	US	USUT		40.493	-110.638	1446848	20250506020000	https://www.ksut.org/environment-climate/2025-05-05/the-colorado-river-needs-some-shared-pain-to-break-a-deadlock-water-experts-say
1241997448	20250506	202505	2025	2025.3452	LEG	LAWMAKER						LEG													0	120	120	12	3	-4.0	2	1	2	-0.20408163265306	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506020000	https://www.adn.com/politics/alaska-legislature/2025/05/05/alaska-legislature-urges-support-for-alaska-canada-relationship/
1241997449	20250506	202505	2025	2025.3452	LEG	LAWMAKER						LEG													0	120	120	12	3	-4.0	8	1	8	-0.20408163265306	1	Canada	CA	CA		60	-96	CA	0								1	Canada	CA	CA		60	-96	CA	20250506020000	https://www.adn.com/politics/alaska-legislature/2025/05/05/alaska-legislature-urges-support-for-alaska-canada-relationship/
1241997450	20250506	202505	2025	2025.3452	LEG	CONGRESS						LEG													1	141	141	14	3	-6.5	4	1	4	4.90566037735849	4	Ranchi, Jharkhand, India	IN	IN38	17622	23.35	85.3333	-2109068	0								4	Ranchi, Jharkhand, India	IN	IN38	17622	23.35	85.3333	-2109068	20250506020000	https://www.siasat.com/congress-to-hold-save-constitution-rally-in-ranchi-today-3216907/
1241997451	20250506	202505	2025	2025.3452	LEG	LAWMAKER						LEG			CANGOV	CANADIAN	CAN					GOV			0	042	042	04	1	1.9	6	1	6	-0.20408163265306	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20250506020000	https://www.adn.com/politics/alaska-legislature/2025/05/05/alaska-legislature-urges-support-for-alaska-canada-relationship/
1241997452	20250506	202505	2025	2025.3452	LEG	LEGISLATURE						LEG			COP	PRISON						COP			1	120	120	12	3	-4.0	10	1	10	-3.60934182590234	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20250506020000	https://azcapitoltimes.com/news/2025/05/05/abandoned-marana-prison-sold-back-to-original-owner-for-use-as-private-prison/
1241997453	20250506	202505	2025	2025.3452	LEG	REPRESENTATIVES						LEG			CVL	CONSTITUENT						CVL			1	036	036	03	1	4.0	10	1	10	-3.08641975308642	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20250506020000	https://azcapitoltimes.com/news/2025/05/05/give-voters-a-real-choice-restore-bipartisan-compromise/
1241997454	20250506	202505	2025	2025.3452	LEG	CHAMBER						LEG			CVL	COMMUNITY						CVL			1	070	070	07	2	7.0	5	1	5	0.80645161290322	0								0								0								20250506020000	https://baytownsun.com/local/donate-items-for-stamp-out-world-hunger-may-10/article_0f0c83f8-bca7-4be7-b693-2a625f904acd.html
1241997455	20250506	202505	2025	2025.3452	LEG	NATIONAL COUNCIL						LEG			GOV	INTERIM LEADER						GOV			1	036	036	03	1	4.0	10	1	10	2.36051502145922	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20250506020000	https://www.castanetkamloops.net/news/Canada/548623/B-C-MP-Don-Davies-chosen-as-interim-NDP-leader-to-succeed-Jagmeet-Singh
1241997456	20250506	202505	2025	2025.3452	LEG	SENATOR						LEG			GOV	FOREIGN MINIST						GOV			0	0831	083	08	2	5.0	60	6	60	1.6156207295803	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20250506020000	https://www.newcastleherald.com.au/story/8959463/labor-push-bold-agenda-as-cabinet-speculation-mounts/
1241997457	20250506	202505	2025	2025.3452	LEG	SENATOR						LEG			GOV	GOVERNOR						GOV			0	111	111	11	3	-2.0	5	1	5	-2.28471001757469	0								0								0								20250506020000	https://tribuneonlineng.com/defection-rights-advocacy-coordinator-slams-oborevworis-ex-aide/
1241997458	20250506	202505	2025	2025.3452	LEG	CONGRESS						LEG			IND	RANCHI	IND								0	010	010	01	1	0.0	10	1	10	-2.27963525835866	0								0								0								20250506020000	https://indianexpress.com/article/political-pulse/today-in-politics-farmers-groups-protest-senior-leaders-house-arrest-9984876/
1241997459	20250506	202505	2025	2025.3452	LEG	REPRESENTATIVES						LEG			IND	HARYANA	IND								0	042	042	04	1	1.9	4	1	4	-3.18471337579618	4	Haryana, North-West Frontier, Pakistan	PK	PK03	40347	34.1779	71.6469	-2762288	4	Haryana, North-West Frontier, Pakistan	PK	PK03	40347	34.1779	71.6469	-2762288	4	Haryana, North-West Frontier, Pakistan	PK	PK03	40347	34.1779	71.6469	-2762288	20250506020000	https://www.hindustantimes.com/india-news/bhakra-dam-board-files-plea-in-hc-against-punjab-101746471412506.html
1241997460	20250506	202505	2025	2025.3452	LEG	CONGRESS						LEG			IND	RANCHI	IND								1	141	141	14	3	-6.5	6	1	6	4.90566037735849	4	Ranchi, Jharkhand, India	IN	IN38	17622	23.35	85.3333	-2109068	4	Ranchi, Jharkhand, India	IN	IN38	17622	23.35	85.3333	-2109068	4	Ranchi, Jharkhand, India	IN	IN38	17622	23.35	85.3333	-2109068	20250506020000	https://www.siasat.com/congress-to-hold-save-constitution-rally-in-ranchi-today-3216907/
1241997461	20250506	202505	2025	2025.3452	LEG	LEGISLATOR						LEG			INDGOV	HARYANA	IND					GOV			1	112	112	11	3	-2.0	10	1	10	-5	0								0								0								20250506020000	https://www.tribuneindia.com/news/punjab/aap-blames-bjp-cong-regimes-at-centre-for-current-impasse/
1241997462	20250506	202505	2025	2025.3452	LEG	CHAMBER						LEG			THAMIL	THAI	THA					MIL			0	084	084	08	2	7.0	3	1	3	-11.7142857142857	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20250506020000	https://www.thestar.com.my/aseanplus/aseanplus-news/2025/05/06/prosecutors-dismiss-royal-insult-charges
